scaffold,R1,R2,R3,analogue_smiles
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,chloro,"4,1'-biphenyl",O=C(Nc1ccc(Cl)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,chloro,"3,1'-biphenyl",O=C(Nc1ccc(Cl)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,chloro,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(Cl)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,chloro,benzylpipirazyl,O=C(Nc1ccc(Cl)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,hydrogen,O=CNc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,phenyl,O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(Br)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,4-fluorophenyl,O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,4-chlorophenyl,O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(Br)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,2-naphthyl,O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,"4,1'-biphenyl",O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,"3,1'-biphenyl",O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(Br)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,bromo,benzylpipirazyl,O=C(Nc1ccc(Br)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,hydrogen,O=CNc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,phenyl,O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(I)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,4-fluorophenyl,O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,4-chlorophenyl,O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(I)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,2-naphthyl,O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,"4,1'-biphenyl",O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,"3,1'-biphenyl",O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(I)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,iodo,benzylpipirazyl,O=C(Nc1ccc(I)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,hydrogen,O=CNc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,phenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,4-fluorophenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,4-chlorophenyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(F)(F)F)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,2-naphthyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,"4,1'-biphenyl",O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,"3,1'-biphenyl",O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(F)(F)F)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,trifluoromethyl,benzylpipirazyl,O=C(Nc1ccc(C(F)(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,hydrogen,O=CNc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,phenyl,O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(F)F)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,4-fluorophenyl,O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,4-chlorophenyl,O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(F)F)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,2-naphthyl,O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,"4,1'-biphenyl",O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,"3,1'-biphenyl",O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(F)F)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,difluoromethyl,benzylpipirazyl,O=C(Nc1ccc(C(F)F)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,hydrogen,CC(=O)Nc1ccc(NC=O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,phenyl,CC(=O)Nc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,4-methylphenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,4-fluorophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,4-chlorophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,4-cyanophenyl,CC(=O)Nc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(NC(C)=O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,2-carboxyphenyl,CC(=O)Nc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,2-naphthyl,CC(=O)Nc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,"4,1'-biphenyl",CC(=O)Nc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,"3,1'-biphenyl",CC(=O)Nc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,benzyl-4-methylpipirazyl,CC(=O)Nc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,amido,benzylpipirazyl,CC(=O)Nc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,hydrogen,O=CNc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,phenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,4-fluorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,4-chlorophenyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(C(=O)O)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,2-carboxyphenyl,O=C(O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,2-naphthyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,"4,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(-c2ccccc2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,"3,1'-biphenyl",O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1cccc(-c2ccccc2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(C(=O)O)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,carboxy,benzylpipirazyl,O=C(Nc1ccc(C(=O)O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(CN2CCNCC2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,hydrogen,CN(C)c1ccc(NC=O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,phenyl,CN(C)c1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(N(C)C)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,4-fluorophenyl,CN(C)c1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,4-chlorophenyl,CN(C)c1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,4-cyanophenyl,CN(C)c1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(N(C)C)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,2-carboxyphenyl,CN(C)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,2-naphthyl,CN(C)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,"4,1'-biphenyl",CN(C)c1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,"3,1'-biphenyl",CN(C)c1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,benzyl-4-methylpipirazyl,CN1CCN(Cc2ccc(C(=O)Nc3ccc(N(C)C)c(Nc4nccc(-c5ccncc5)n4)c3)cc2)CC1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,dimethylamino,benzylpipirazyl,CN(C)c1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,hydrogen,CNc1ccc(NC=O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,phenyl,CNc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,4-methylphenyl,CNc1ccc(NC(=O)c2ccc(C)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,4-fluorophenyl,CNc1ccc(NC(=O)c2ccc(F)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,4-chlorophenyl,CNc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,4-cyanophenyl,CNc1ccc(NC(=O)c2ccc(C#N)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,2-methoxyphenyl,CNc1ccc(NC(=O)c2ccccc2OC)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,2-carboxyphenyl,CNc1ccc(NC(=O)c2ccccc2C(=O)O)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,2-naphthyl,CNc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,"4,1'-biphenyl",CNc1ccc(NC(=O)c2ccc(-c3ccccc3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,"3,1'-biphenyl",CNc1ccc(NC(=O)c2cccc(-c3ccccc3)c2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,benzyl-4-methylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,methylamino,benzylpipirazyl,CNc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2ccncc2)n1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,hydrogen,O=CNc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,phenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccccc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,4-methylphenyl,Cc1ccc(C(=O)Nc2ccc(O)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,4-fluorophenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(F)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,4-chlorophenyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc(Cl)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,4-cyanophenyl,N#Cc1ccc(C(=O)Nc2ccc(O)c(Nc3nccc(-c4ccncc4)n3)c2)cc1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,2-methoxyphenyl,COc1ccccc1C(=O)Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,2-carboxyphenyl,O=C(O)c1ccccc1C(=O)Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1
O=C([*:6])Nc1cc(Nc2nccc([*:4])n2)c([*:5])cc1,4-pyridyl,hydroxy,2-naphthyl,O=C(Nc1ccc(O)c(Nc2nccc(-c3ccncc3)n2)c1)c1ccc2ccccc2c1
